TERM , D, IDF, TF-IDF
,273271,,0.0, 0.0,
grey,1,,0.0, 0.0,
ground,7,,0.0, 0.0,
ground,,2,,0.0, 0.0,
grounds,2,,0.0, 0.0,
group,8,,0.0, 0.0,
group,,1,,0.0, 0.0,
groups,3,,0.0, 0.0,
grow,90,,0.0, 0.0,
growing,18,,0.0, 0.0,
growing,,5,,0.0, 0.0,
grown,5,,0.0, 0.0,
grown,,1,,0.0, 0.0,
grows,8,,0.0, 0.0,
grows,,2,,0.0, 0.0,
growth,44,,0.0, 0.0,
growth,,5,,0.0, 0.0,
guarantee,12,,0.0, 0.0,
guaranteed,8,,0.0, 0.0,
guaranteeing,1,,0.0, 0.0,
guarantee‐based,2,,0.0, 0.0,
guarantor,1,,0.0, 0.0,
guard,13,,0.0, 0.0,
guidance,3,,0.0, 0.0,
guidance,,1,,0.0, 0.0,
guide,4,,0.0, 0.0,
guidelines,2,,0.0, 0.0,
guides,1,,0.0, 0.0,
h,5825,,0.0, 0.0,
habits,,1,,0.0, 0.0,
hacked,1,,0.0, 0.0,
hacking,1,,0.0, 0.0,
hacks,2,,0.0, 0.0,
hacks,,1,,0.0, 0.0,
had,8,,0.0, 0.0,
haircut.13,1,,0.0, 0.0,
half,8,,0.0, 0.0,
hampers,1,,0.0, 0.0,
hand,,3,,0.0, 0.0,
handle,3,,0.0, 0.0,
handled,2,,0.0, 0.0,
handling,1,,0.0, 0.0,
hands.,1,,0.0, 0.0,
hard,7,,0.0, 0.0,
harder,1,,0.0, 0.0,
harness,1,,0.0, 0.0,
harsher,1,,0.0, 0.0,
has,135,,0.0, 0.0,
have,197,,0.0, 0.0,
having,4,,0.0, 0.0,
head,3,,0.0, 0.0,
health,4,,0.0, 0.0,
health,,1,,0.0, 0.0,
healthy,1,,0.0, 0.0,
health‐related,1,,0.0, 0.0,
heart,1,,0.0, 0.0,
heavily,2,,0.0, 0.0,
heavy,3,,0.0, 0.0,
hedge,3,,0.0, 0.0,
heightened,1,,0.0, 0.0,
heightening,1,,0.0, 0.0,
held,5,,0.0, 0.0,
help,12,,0.0, 0.0,
helped,1,,0.0, 0.0,
helping,3,,0.0, 0.0,
helps,1,,0.0, 0.0,
here,90,,0.0, 0.0,
hesitant,1,,0.0, 0.0,
high,61,,0.0, 0.0,
high,,1,,0.0, 0.0,
higher,17,,0.0, 0.0,
higher‐,2,,0.0, 0.0,
higher‐yield,1,,0.0, 0.0,
highlighting,6,,0.0, 0.0,
highly,10,,0.0, 0.0,
high‐,16,,0.0, 0.0,
high‐cost,2,,0.0, 0.0,
high‐fee,1,,0.0, 0.0,
high‐level,2,,0.0, 0.0,
high‐net‐wealth,1,,0.0, 0.0,
high‐quality,3,,0.0, 0.0,
high‐return,1,,0.0, 0.0,
high‐risk,2,,0.0, 0.0,
high‐risk,,1,,0.0, 0.0,
high‐value,1,,0.0, 0.0,
hindered,1,,0.0, 0.0,
hiring,2,,0.0, 0.0,
history,2,,0.0, 0.0,
history),1,,0.0, 0.0,
hold,20,,0.0, 0.0,
hold.,1,,0.0, 0.0,
holding,1,,0.0, 0.0,
holds,3,,0.0, 0.0,
holistic,1,,0.0, 0.0,
home,6,,0.0, 0.0,
homeowner’s,1,,0.0, 0.0,
homesharers,1,,0.0, 0.0,
homogenization,3,,0.0, 0.0,
homogenous,1,,0.0, 0.0,
hope,2,,0.0, 0.0,
hoping,1,,0.0, 0.0,
horizon,2,,0.0, 0.0,
horizontally,1,,0.0, 0.0,
host,3,,0.0, 0.0,
hosting,1,,0.0, 0.0,
hosts,1,,0.0, 0.0,
hours,,1,,0.0, 0.0,
households.,1,,0.0, 0.0,
how,47,,0.0, 0.0,
however,,6,,0.0, 0.0,
http://blog.robinhood.com/news/2015/11/20/new‐integrations,1,,0.0, 0.0,
http://crowdfundbeat.com/2016/05/14/crowdengine‐first‐to‐,1,,0.0, 0.0,
http://fortune.com/2016/11/27/black‐friday‐nrf‐shopping/,1,,0.0, 0.0,
http://mashable.com/2017/02/23/elon‐musk‐tesla‐lifetime‐,1,,0.0, 0.0,
http://nordicapis.com/tracking‐the‐growth‐of‐the‐api‐economy/,1,,0.0, 0.0,
http://publications.jrc.ec.europa.eu/repository/bitstream/JRC92482/lbna26992enn.pdf;,1,,0.0, 0.0,
http://sloanreview.mit.edu/article/are‐you‐ready‐for‐robot‐colleagues/,1,,0.0, 0.0,
http://time.com/money/4129146/quicken‐loans‐8‐minute‐mortgage/,1,,0.0, 0.0,
http://tt.efnevents.com/shortlist/best‐fixed‐income‐trading‐platform/,1,,0.0, 0.0,
http://www.algomi.com/company‐news/euronext‐invests‐in‐algomi‐and‐expands‐jv‐1,1,,0.0, 0.0,
http://www.altfi.com/download/Where_are_they_now_2016,1,,0.0, 0.0,
http://www.bain.com/publications/articles/customer‐loyalty‐in‐retail‐banking‐,1,,0.0, 0.0,
http://www.bis.org/publ/mktc07.pdf,1,,0.0, 0.0,
http://www.businessinsider.com/betterment‐review,1,,0.0, 0.0,
http://www.businessinsider.com/bima‐brings‐microinsurance‐to‐africa‐asia‐and‐latin‐america‐via‐phones‐2016‐10,1,,0.0, 0.0,
http://www.businessinsider.com/stock‐exchanges‐,1,,0.0, 0.0,
http://www.businessinsider.com/wealthfront‐review,1,,0.0, 0.0,
http://www.businesswire.com/news/home/20161215006121/en/BlackRock‐Invest‐,1,,0.0, 0.0,
http://www.caseyquirk.com/whitepapers.html,1,,0.0, 0.0,
http://www.cftc.gov/PressRoom/SpeechesTestimony/opagiancarlo‐20,1,,0.0, 0.0,
http://www.cityam.com/262044/hsbcs‐partnering‐fintech‐startup‐tradeshift‐offer‐trade,1,,0.0, 0.0,
http://www.cnbc.com/2016/11/11/singles‐day‐news‐,1,,0.0, 0.0,
http://www.cnbc.com/2017/05/15/cybersecurity‐stocks‐surge‐on‐fears‐wannacry‐,1,,0.0, 0.0,
http://www.cnbc.com/2017/06/02/zopa‐raises‐41‐point‐2‐million‐for‐challenger‐bank‐,1,,0.0, 0.0,
http://www.ey.com/Publication/vwLUAssets/Key_telematics_considerations_for_the_telecoms_sector/$FILE/The_quest_for_telematics_EF0120.pdf,1,,0.0, 0.0,
http://www.ey.com/Publication/vwLUAssets/ey‐understanding‐alternative‐lending/$File/ey‐understanding‐alternative‐,1,,0.0, 0.0,
http://www.fasterpayments.org.uk/about‐us/statistics,1,,0.0, 0.0,
http://www.ijcb.org/journal/ijcb16q4a1.pdf,1,,0.0, 0.0,
http://www.insurancejournal.com/news/international/2016/05/18/409001.htm,1,,0.0, 0.0,
http://www.insurancejournal.com/news/national/2017/04/03/446575.htm,1,,0.0, 0.0,
http://www.investopedia.com/tech/top‐robo‐advisors/,1,,0.0, 0.0,
http://www.investopedia.com/updates/dol‐fiduciary‐rule/#ixzz4eohksXqf,1,,0.0, 0.0,
http://www.lexology.com/library/detail.aspx?g=3573f703‐ddec‐483f‐a53d‐9cba0201634f,1,,0.0, 0.0,
http://www.macquarie.com/ph/about/newsroom/2016/ownersadvisory‐by‐macquarie‐to‐provide‐custom‐investment‐advice‐online,1,,0.0, 0.0,
http://www.nber.org/chapters/c12946.pdf,1,,0.0, 0.0,
http://www.prnewswire.com/news‐releases/bbva‐,1,,0.0, 0.0,
http://www.prnewswire.com/news‐releases/santander‐bank‐,1,,0.0, 0.0,
http://www.pymnts.com/apple‐pay‐adoption/,1,,0.0, 0.0,
http://www.riskmanagementmonitor.com/cyber‐insurance‐purchasing‐up‐but‐breaches‐felt‐in‐prices‐and‐limits/,1,,0.0, 0.0,
http://www.swissre.com/library/ILS_market_update_February_2017.html,1,,0.0, 0.0,
http://www.techspot.com/news/69665‐amazon‐has‐lent‐over‐3‐billion‐merchants‐,1,,0.0, 0.0,
http://www.telegraph.co.uk/business/2016/04/09/will‐investing‐in‐brewdog‐ever‐make‐you‐money/,1,,0.0, 0.0,
https://angel.co/help,1,,0.0, 0.0,
https://arstechnica.com/business/2016/06/currentc‐retailers‐defiant‐answer‐to‐apple‐pay‐will‐deactivate‐its‐user‐accounts/,1,,0.0, 0.0,
https://blockchain.info/charts/n‐transactions,1,,0.0, 0.0,
https://fia.org/sef‐tracker,1,,0.0, 0.0,
https://finance.yahoo.com/news/church‐,1,,0.0, 0.0,
https://finance.yahoo.com/news/zestfinance‐introduces‐machine‐learning‐platform‐150000764.html,1,,0.0, 0.0,
https://hbr.org/2016/11/how‐artificial‐intelligence‐will‐redefine‐,1,,0.0, 0.0,
https://intelligence.slice.com/echo‐turns‐,1,,0.0, 0.0,
https://intelligent.schwab.com/,1,,0.0, 0.0,
https://medium.com/aws‐enterprise‐,1,,0.0, 0.0,
https://nest.com/insurance‐partners/liberty‐mutual/,1,,0.0, 0.0,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2842752,1,,0.0, 0.0,
https://techcrunch.com/2017/06/12/sofi‐applies‐to‐be‐a‐bank/,1,,0.0, 0.0,
https://thefinancialbrand.com/58786/core‐banking‐legacy‐systems‐marketing/,1,,0.0, 0.0,
https://www.aboutschwab.com/investor‐relations/annual‐report,1,,0.0, 0.0,
https://www.airbnbaction.com/wp‐,1,,0.0, 0.0,
https://www.americanbanker.com/news/open‐api‐for‐bank‐apps‐,1,,0.0, 0.0,
https://www.bcgperspectives.com/content/articles/financial‐institutions‐technology‐digital‐retail‐bank‐operational‐digital‐leaders‐reap‐rewards/,1,,0.0, 0.0,
https://www.bloomberg.com/news/articles/2016‐03‐24/the‐vanguard‐cyborg‐takeover,1,,0.0, 0.0,
https://www.bloomberg.com/view/articles/2015‐07‐23/auction‐backups‐and‐boring‐regulation,1,,0.0, 0.0,
https://www.cmo.com.au/article/609962/cdo‐,1,,0.0, 0.0,
https://www.emvco.com/about_emvco.aspx?id=202,1,,0.0, 0.0,
https://www.finder.com.au/where‐does‐my‐money‐go‐interchange‐,1,,0.0, 0.0,
https://www.finextra.com/pressarticle/69579/addepar‐raises‐140‐million,1,,0.0, 0.0,
https://www.forbes.com/sites/davidprosser/2016/07/21/crowdcube‐plans‐,1,,0.0, 0.0,
https://www.forbes.com/sites/goncalodevasconcelos/2015/05/27/valuations‐in‐,1,,0.0, 0.0,
https://www.forbes.com/sites/helenwang/2016/10/30/will‐alipay‐,1,,0.0, 0.0,
https://www.forbes.com/sites/jamiehopkins/2017/05/23/labor‐secretary‐acosta‐concedes‐fiduciary‐rule‐cannot‐be‐legally‐stopped‐before‐june‐9th/#74d3e7f41e82,1,,0.0, 0.0,
https://www.forbes.com/sites/janetnovack/2015/05/05/vanguard‐rolls‐out‐new‐robo‐hybrid‐advisor‐service‐with‐17‐billion‐in‐assets/#142e01d545c0,1,,0.0, 0.0,
https://www.forbes.com/sites/laurashin/2017/01/09/dtcc‐selects‐partners‐for‐blockchain‐solution‐for‐credit‐default‐swaps/#28c877395061,1,,0.0, 0.0,
https://www.forbes.com/sites/samanthasharf/2015/08/26/blackrock‐to‐,1,,0.0, 0.0,
https://www.ft.com/content/1eaf6436‐e4a2‐11e6‐9645‐c9357a75844a,1,,0.0, 0.0,
https://www.ft.com/content/a0d04746‐d9bc‐11e6‐944b‐e7eb37a6aa8e?mhq5j=e3,1,,0.0, 0.0,
https://www.ft.com/content/d32a786a‐635a‐11e7‐8814‐,1,,0.0, 0.0,
https://www.ft.com/content/d9f71364‐e2bf‐345d‐,1,,0.0, 0.0,
https://www.jhrewardslife.com/how‐it‐works.html,1,,0.0, 0.0,
https://www.nerdwallet.com/blog/insurance/instant‐life‐insurance/,1,,0.0, 0.0,
https://www.nytimes.com/2017/03/23/business/dealbook/banks‐and‐tech‐firms‐battle‐over‐something‐akin‐to‐gold‐your‐data.html?_r=0,1,,0.0, 0.0,
https://www.nytimes.com/2017/03/28/business/dealbook/blackrock‐actively‐managed‐funds‐computer‐,1,,0.0, 0.0,
https://www.nytimes.com/2017/04/14/business/mutfund/vanguard‐,1,,0.0, 0.0,
https://www.pwc.co.uk/issues/megatrends/collisions/sharingeconomy/outlook‐for‐the‐sharing‐economy‐in‐the‐uk‐2016.html,1,,0.0, 0.0,
https://www.risk.net/regulation/mifid/4778566/eu‐regulators‐consider‐mifid‐,1,,0.0, 0.0,
https://www.seedrs.com/learn/blog/crowdfunding‐,1,,0.0, 0.0,
https://www.syndicateroom.com/faqs,1,,0.0, 0.0,
https://www.technavio.com/blog/how‐,1,,0.0, 0.0,
https://www.theinvestmentobserver.co.uk/tech/2017/05/11/european‐challenger‐bank‐n26‐390hoia2/,1,,0.0, 0.0,
https://www.theverge.com/2017/6/12/15782328/zelle‐us‐banks‐instant‐,1,,0.0, 0.0,
https://www.thomsonreuters.com/en/press‐,1,,0.0, 0.0,
https://www.washingtonpost.com/business/economy/bank‐tellers‐are‐the‐next‐,1,,0.0, 0.0,
https://www.wsj.com/articles/bitfinex‐to‐spread‐losses‐from‐cybertheft‐,1,,0.0, 0.0,
https://www.wsj.com/articles/inside‐j‐p‐morgans‐deal‐with‐on‐deck‐capital‐,1,,0.0, 0.0,
https://www.wsj.com/articles/prosper‐inks‐5‐,1,,0.0, 0.0,
https://www2.deloitte.com/content/dam/Deloitte/uk/Documents/financial‐services/deloitte‐uk‐fs‐marketplace‐lending.pdf,1,,0.0, 0.0,
https://www2.deloitte.com/content/dam/Deloitte/us/Documents/financial‐,1,,0.0, 0.0,
hubs,2,,0.0, 0.0,
human,19,,0.0, 0.0,
human),1,,0.0, 0.0,
humans,3,,0.0, 0.0,
humans4,5,1,,0.0, 0.0,
human‐AI,2,,0.0, 0.0,
human‐managed,2,,0.0, 0.0,
hundreds,1,,0.0, 0.0,
hyper‐focused,2,,0.0, 0.0,
hyper‐scaled,2,,0.0, 0.0,
iCapital,4,,0.0, 0.0,
iCapital%C2%AE‐Network,1,,0.0, 0.0,
idea,6,,0.0, 0.0,
ideal,1,,0.0, 0.0,
ideas,3,,0.0, 0.0,
ideas.2,1,,0.0, 0.0,
identified,2,,0.0, 0.0,
identify,3,,0.0, 0.0,
identity,5,,0.0, 0.0,
if,418,,0.0, 0.0,
illiquid,,1,,0.0, 0.0,
illustrate,9,,0.0, 0.0,
illustrated,1,,0.0, 0.0,
illustrates,1,,0.0, 0.0,
illustrating,1,,0.0, 0.0,
illustrative,1,,0.0, 0.0,
image,1,,0.0, 0.0,
immaturity,1,,0.0, 0.0,
immediate,1,,0.0, 0.0,
impact,28,,0.0, 0.0,
impact,,1,,0.0, 0.0,
impact?,1,,0.0, 0.0,
impacted,1,,0.0, 0.0,
impactful,1,,0.0, 0.0,
impacts,1,,0.0, 0.0,
impact‐oriented,1,,0.0, 0.0,
impeding,1,,0.0, 0.0,
imperative,5,,0.0, 0.0,
impetus,1,,0.0, 0.0,
implementation,1,,0.0, 0.0,
implemented,2,,0.0, 0.0,
implemented?,1,,0.0, 0.0,
implementing,3,,0.0, 0.0,
implications,16,,0.0, 0.0,
importance,14,,0.0, 0.0,
important,17,,0.0, 0.0,
importantly,,1,,0.0, 0.0,
imposed,1,,0.0, 0.0,
improve,50,,0.0, 0.0,
improve,,1,,0.0, 0.0,
improved,13,,0.0, 0.0,
improvement,14,,0.0, 0.0,
improvement.,1,,0.0, 0.0,
improvements,11,,0.0, 0.0,
improvements,,2,,0.0, 0.0,
improves,4,,0.0, 0.0,
improving,8,,0.0, 0.0,
in,5419,,0.0, 0.0,
in,,7,,0.0, 0.0,
inaccessible,1,,0.0, 0.0,
inaccuracies,1,,0.0, 0.0,
inadvertent,1,,0.0, 0.0,
incentives,4,,0.0, 0.0,
incentivizes,1,,0.0, 0.0,
incentivizing,1,,0.0, 0.0,
include,7,,0.0, 0.0,
included,3,,0.0, 0.0,
includes,1,,0.0, 0.0,
including,24,,0.0, 0.0,
income,8,,0.0, 0.0,
income),,1,,0.0, 0.0,
incompatibility,1,,0.0, 0.0,
inconsistent,1,,0.0, 0.0,
incorporates,1,,0.0, 0.0,
incorporation,1,,0.0, 0.0,
increase,51,,0.0, 0.0,
increase,,1,,0.0, 0.0,
increased,20,,0.0, 0.0,
increases,13,,0.0, 0.0,
increases,,2,,0.0, 0.0,
increasing,51,,0.0, 0.0,
increasingly,25,,0.0, 0.0,
increasingly,,1,,0.0, 0.0,
incremental,2,,0.0, 0.0,
incumbent,95,,0.0, 0.0,
incumbents,73,,0.0, 0.0,
incumbents,,8,,0.0, 0.0,
incumbents.,1,,0.0, 0.0,
incumbents?,1,,0.0, 0.0,
incumbents’,1,,0.0, 0.0,
independence,1,,0.0, 0.0,
independent,1,,0.0, 0.0,
index,2,,0.0, 0.0,
indicated,2,,0.0, 0.0,
indicated5,1,,0.0, 0.0,
indirect,1,,0.0, 0.0,
indispensable,1,,0.0, 0.0,
individual,35,,0.0, 0.0,
individuality,1,,0.0, 0.0,
individualized,2,,0.0, 0.0,
individualized,,1,,0.0, 0.0,
individually,2,,0.0, 0.0,
individuals,16,,0.0, 0.0,
individuals,,1,,0.0, 0.0,
individuals.,3,,0.0, 0.0,
individuals:,1,,0.0, 0.0,
individual’s,1,,0.0, 0.0,
industrial,1,,0.0, 0.0,
industries,2,,0.0, 0.0,
industries,,1,,0.0, 0.0,
industry,64,,0.0, 0.0,
industry's,4,,0.0, 0.0,
industry,,2,,0.0, 0.0,
industry.,3,,0.0, 0.0,
industry:,7,,0.0, 0.0,
industry?,2,,0.0, 0.0,
industry‐standard,2,,0.0, 0.0,
industry‐wide,1,,0.0, 0.0,
industry’s,1,,0.0, 0.0,
inefficiencies.,1,,0.0, 0.0,
inertia,1,,0.0, 0.0,
inevitable,1,,0.0, 0.0,
inexperienced,1,,0.0, 0.0,
infancy,1,,0.0, 0.0,
influence,6,,0.0, 0.0,
influenced,1,,0.0, 0.0,
info,,1,,0.0, 0.0,
inform,23,,0.0, 0.0,
information,21,,0.0, 0.0,
information;,1,,0.0, 0.0,
information‐related,1,,0.0, 0.0,
infrastructure,57,,0.0, 0.0,
infrastructure,,1,,0.0, 0.0,
infrastructure;,1,,0.0, 0.0,
infrastructure?,3,,0.0, 0.0,
infrastructures,1,,0.0, 0.0,
inherent,1,,0.0, 0.0,
initial,4,,0.0, 0.0,
initially,1,,0.0, 0.0,
initiate,1,,0.0, 0.0,
initiation,1,,0.0, 0.0,
initiative,5,,0.0, 0.0,
initiative,,1,,0.0, 0.0,
innovate,1,,0.0, 0.0,
innovating,1,,0.0, 0.0,
innovation,25,,0.0, 0.0,
innovation?,1,,0.0, 0.0,
innovations,14,,0.0, 0.0,
innovations,,1,,0.0, 0.0,
innovation‐,1,,0.0, 0.0,
innovative,6,,0.0, 0.0,
innovators,,3,,0.0, 0.0,
input,1,,0.0, 0.0,
inroads,1,,0.0, 0.0,
insecurity,2,,0.0, 0.0,
insights,3,,0.0, 0.0,
inspirational,1,,0.0, 0.0,
instability,6,,0.0, 0.0,
instability.,1,,0.0, 0.0,
installation,1,,0.0, 0.0,
instances,2,,0.0, 0.0,
instances,,1,,0.0, 0.0,
instead,14,,0.0, 0.0,
instead,,4,,0.0, 0.0,
institution,90,,0.0, 0.0,
institution's,1,,0.0, 0.0,
institutional,16,,0.0, 0.0,
institutional),1,,0.0, 0.0,
institutions,70,,0.0, 0.0,
institutions,,1,,0.0, 0.0,
institutions;,1,,0.0, 0.0,
institutions?,2,,0.0, 0.0,
institutions’,3,,0.0, 0.0,
institution’s,1,,0.0, 0.0,
instruments,1,,0.0, 0.0,
insufficient,3,,0.0, 0.0,
insurance,115,,0.0, 0.0,
insurance),2,,0.0, 0.0,
insurance,,4,,0.0, 0.0,
insurance/#uYPLmBieTkq3,1,,0.0, 0.0,
insurance?,4,,0.0, 0.0,
insurance‐linked,1,,0.0, 0.0,
insure,71,,0.0, 0.0,
insurer,68,,0.0, 0.0,
insurers,61,,0.0, 0.0,
insurers.,1,,0.0, 0.0,
insurers’,1,,0.0, 0.0,
insurtech,17,,0.0, 0.0,
insurtechs,12,,0.0, 0.0,
insurtechs,,1,,0.0, 0.0,
intangible,1,,0.0, 0.0,
integrate,6,,0.0, 0.0,
integrated,3,,0.0, 0.0,
integrated,,1,,0.0, 0.0,
integrating,2,,0.0, 0.0,
integration,7,,0.0, 0.0,
intelligence,6,,0.0, 0.0,
intelligence,,1,,0.0, 0.0,
intense,5,,0.0, 0.0,
intensifying,1,,0.0, 0.0,
interact,17,,0.0, 0.0,
interact,,1,,0.0, 0.0,
interacting,2,,0.0, 0.0,
interaction,10,,0.0, 0.0,
interactions,5,,0.0, 0.0,
interactions,,1,,0.0, 0.0,
interchange,5,,0.0, 0.0,
interconnectivity,1,,0.0, 0.0,
interest,17,,0.0, 0.0,
interested,1,,0.0, 0.0,
interests,3,,0.0, 0.0,
interface;,1,,0.0, 0.0,
interfaces,4,,0.0, 0.0,
intermediaries,18,,0.0, 0.0,
intermediaries.,2,,0.0, 0.0,
intermediary.1,1,,0.0, 0.0,
intermediation,1,,0.0, 0.0,
internal,4,,0.0, 0.0,
internally,1,,0.0, 0.0,
international,9,,0.0, 0.0,
internationally,4,,0.0, 0.0,
internationally,,1,,0.0, 0.0,
internationally?,1,,0.0, 0.0,
internet,3,,0.0, 0.0,
internet‐,2,,0.0, 0.0,
internet‐enabled,1,,0.0, 0.0,
interoperability,4,,0.0, 0.0,
interpret,1,,0.0, 0.0,
intervention,1,,0.0, 0.0,
interview:,1,,0.0, 0.0,
interviews,6,,0.0, 0.0,
interview‐macquarie‐banking‐group‐digital‐leader‐delivering‐customer‐trust/?pp=2,1,,0.0, 0.0,
inter‐,3,,0.0, 0.0,
inter‐platform,2,,0.0, 0.0,
into,52,,0.0, 0.0,
introduce,7,,0.0, 0.0,
introduced,3,,0.0, 0.0,
introduction,,1,,0.0, 0.0,
intuitive,1,,0.0, 0.0,
invaluable,1,,0.0, 0.0,
invest,197,,0.0, 0.0,
invested,3,,0.0, 0.0,
investing,15,,0.0, 0.0,
investing,,1,,0.0, 0.0,
investing.9,1,,0.0, 0.0,
investment,74,,0.0, 0.0,
investment,,1,,0.0, 0.0,
investment.,1,,0.0, 0.0,
investments,24,,0.0, 0.0,
investments,,6,,0.0, 0.0,
investments.,3,,0.0, 0.0,
investments.1,1,,0.0, 0.0,
investor,82,,0.0, 0.0,
investors,67,,0.0, 0.0,
investors,,8,,0.0, 0.0,
investors.,3,,0.0, 0.0,
investors.10,1,,0.0, 0.0,
investors.2,1,,0.0, 0.0,
investors;,1,,0.0, 0.0,
investors?,3,,0.0, 0.0,
investors’,2,,0.0, 0.0,
investor‐,3,,0.0, 0.0,
investor‐led,1,,0.0, 0.0,
invoicing,1,,0.0, 0.0,
involved,2,,0.0, 0.0,
in‐house,4,,0.0, 0.0,
in‐house,,1,,0.0, 0.0,
in‐person,8,,0.0, 0.0,
in‐store,1,,0.0, 0.0,
is,1026,,0.0, 0.0,
isolated,1,,0.0, 0.0,
issue,19,,0.0, 0.0,
issued,1,,0.0, 0.0,
issuer,7,,0.0, 0.0,
issuers,6,,0.0, 0.0,
issuers/intermediaries,1,,0.0, 0.0,
issues,7,,0.0, 0.0,
issues?,1,,0.0, 0.0,
issues”,1,,0.0, 0.0,
issuing,3,,0.0, 0.0,
it,1978,,0.0, 0.0,
it,,8,,0.0, 0.0,
it?,1,,0.0, 0.0,
items),,1,,0.0, 0.0,
iteration,1,,0.0, 0.0,
its,131,,0.0, 0.0,
itself,6,,0.0, 0.0,
itself,,1,,0.0, 0.0,
itself?,1,,0.0, 0.0,
jesse.mcwaters@weforum.org,2,,0.0, 0.0,
jettisoning,1,,0.0, 0.0,
jigsaw,1,,0.0, 0.0,
job,2,,0.0, 0.0,
jobs,1,,0.0, 0.0,
join,10,,0.0, 0.0,
join,,1,,0.0, 0.0,
joint,7,,0.0, 0.0,
journey,5,,0.0, 0.0,
journeys,1,,0.0, 0.0,
juggle,1,,0.0, 0.0,
jump,2,,0.0, 0.0,
jumping,1,,0.0, 0.0,
jurisdiction,13,,0.0, 0.0,
jurisdiction.,1,,0.0, 0.0,
jurisdictions,11,,0.0, 0.0,
jurisdictions,,3,,0.0, 0.0,
just,9,,0.0, 0.0,
justification,1,,0.0, 0.0,
justify,2,,0.0, 0.0,
keep,3,,0.0, 0.0,
key,44,,0.0, 0.0,
key.,1,,0.0, 0.0,
know,10,,0.0, 0.0,
knowledge,7,,0.0, 0.0,
knowledge,,1,,0.0, 0.0,
known,2,,0.0, 0.0,
label,4,,0.0, 0.0,
labour,1,,0.0, 0.0,
lack,34,,0.0, 0.0,
lacked,1,,0.0, 0.0,
lacking,1,,0.0, 0.0,
lag,2,,0.0, 0.0,
laid,5,,0.0, 0.0,
landscape,13,,0.0, 0.0,
landscape,,3,,0.0, 0.0,
language.,1,,0.0, 0.0,
languages,3,,0.0, 0.0,
languages,,1,,0.0, 0.0,
language”?,1,,0.0, 0.0,
large,83,,0.0, 0.0,
largely,10,,0.0, 0.0,
larger,7,,0.0, 0.0,
largest,7,,0.0, 0.0,
large‐scale,1,,0.0, 0.0,
last,13,,0.0, 0.0,
late,33,,0.0, 0.0,
latency,1,,0.0, 0.0,
later,5,,0.0, 0.0,
later,,1,,0.0, 0.0,
later‐stage,2,,0.0, 0.0,
late‐stage,2,,0.0, 0.0,
latter,1,,0.0, 0.0,
launch,20,,0.0, 0.0,
launch.html,1,,0.0, 0.0,
launched,12,,0.0, 0.0,
launching,2,,0.0, 0.0,
launch”.,1,,0.0, 0.0,
law,,1,,0.0, 0.0,
laws,1,,0.0, 0.0,
lay,41,,0.0, 0.0,
layers,20,,0.0, 0.0,
layers",1,,0.0, 0.0,
lead,77,,0.0, 0.0,
leader,20,,0.0, 0.0,
leader,,1,,0.0, 0.0,
leaders,13,,0.0, 0.0,
leaders),1,,0.0, 0.0,
leaders,,1,,0.0, 0.0,
leadership,5,,0.0, 0.0,
leader’s,1,,0.0, 0.0,
leading,19,,0.0, 0.0,
leads,8,,0.0, 0.0,
leaks,1,,0.0, 0.0,
learn,6,,0.0, 0.0,
learning),1,,0.0, 0.0,
least,1,,0.0, 0.0,
leave,1,,0.0, 0.0,
led,70,,0.0, 0.0,
ledger,2,,0.0, 0.0,
legacy,14,,0.0, 0.0,
legal,5,,0.0, 0.0,
legal,,1,,0.0, 0.0,
legally,3,,0.0, 0.0,
legislation,4,,0.0, 0.0,
legislation,,1,,0.0, 0.0,
legislations,1,,0.0, 0.0,
legitimacy,1,,0.0, 0.0,
lender,63,,0.0, 0.0,
lender,,1,,0.0, 0.0,
lender.10,1,,0.0, 0.0,
lenders,52,,0.0, 0.0,
lenders,,5,,0.0, 0.0,
lenders’,1,,0.0, 0.0,
lender’s,1,,0.0, 0.0,
lending,38,,0.0, 0.0,
lending,,1,,0.0, 0.0,
lending.pdf,2,,0.0, 0.0,
lending:,1,,0.0, 0.0,
lending?,1,,0.0, 0.0,
lending”.,1,,0.0, 0.0,
lent,12,,0.0, 0.0,
less,59,,0.0, 0.0,
lesser‐known,1,,0.0, 0.0,
lessons,1,,0.0, 0.0,
level,25,,0.0, 0.0,
level,,1,,0.0, 0.0,
levels,6,,0.0, 0.0,
leverage,4,,0.0, 0.0,
leveraged,1,,0.0, 0.0,
leveraging,2,,0.0, 0.0,
liabilities,1,,0.0, 0.0,
liability,5,,0.0, 0.0,
liable,1,,0.0, 0.0,
licence,6,,0.0, 0.0,
licences,4,,0.0, 0.0,
licences,,1,,0.0, 0.0,
licensing,2,,0.0, 0.0,
lie,56,,0.0, 0.0,
lies,4,,0.0, 0.0,
life,52,,0.0, 0.0,
lifestyle,9,,0.0, 0.0,
lifestyle.,1,,0.0, 0.0,
lifestyles,6,,0.0, 0.0,
lifestyles.,1,,0.0, 0.0,
lifestyles?,1,,0.0, 0.0,
lifetime,3,,0.0, 0.0,
life‐cycle,,1,,0.0, 0.0,
life”.,1,,0.0, 0.0,
life”3,1,,0.0, 0.0,
light,10,,0.0, 0.0,
light‐touch,1,,0.0, 0.0,
